Time Window,SYN Rate,SYN Percentage,Port Spread,ACK Response Rate,Source Diversity
long,low,moderate,a few,widespread response,moderately distributed
long,low,moderate,a few,widespread response,highly distributed
long,low,moderate,a few,broad response,centralized
long,low,moderate,a few,broad response,moderately distributed
long,low,moderate,a few,broad response,highly distributed
long,low,moderate,a few,complete response,centralized
long,low,moderate,a few,complete response,moderately distributed
long,low,moderate,a few,complete response,highly distributed
long,low,moderate,several,no response,centralized
long,low,moderate,several,no response,moderately distributed
long,low,moderate,several,no response,highly distributed
long,low,moderate,several,minimal response,centralized
long,low,moderate,several,minimal response,moderately distributed
long,low,moderate,several,minimal response,highly distributed
long,low,moderate,several,partial response,centralized
long,low,moderate,several,partial response,moderately distributed
long,low,moderate,several,partial response,highly distributed
long,low,moderate,several,widespread response,centralized
long,low,moderate,several,widespread response,moderately distributed
long,low,moderate,several,widespread response,highly distributed
long,low,moderate,several,broad response,centralized
long,low,moderate,several,broad response,moderately distributed
long,low,moderate,several,broad response,highly distributed
long,low,moderate,several,complete response,centralized
long,low,moderate,several,complete response,moderately distributed
long,low,moderate,several,complete response,highly distributed
long,low,moderate,many,no response,centralized
long,low,moderate,many,no response,moderately distributed
long,low,moderate,many,no response,highly distributed
long,low,moderate,many,minimal response,centralized
long,low,moderate,many,minimal response,moderately distributed
long,low,moderate,many,minimal response,highly distributed
long,low,moderate,many,partial response,centralized
long,low,moderate,many,partial response,moderately distributed
long,low,moderate,many,partial response,highly distributed
long,low,moderate,many,widespread response,centralized
long,low,moderate,many,widespread response,moderately distributed
long,low,moderate,many,widespread response,highly distributed
long,low,moderate,many,broad response,centralized
long,low,moderate,many,broad response,moderately distributed
long,low,moderate,many,broad response,highly distributed
long,low,moderate,many,complete response,centralized
long,low,moderate,many,complete response,moderately distributed
long,low,moderate,many,complete response,highly distributed
long,low,moderate,broad sweep,no response,centralized
long,low,moderate,broad sweep,no response,moderately distributed
long,low,moderate,broad sweep,no response,highly distributed
long,low,moderate,broad sweep,minimal response,centralized
long,low,moderate,broad sweep,minimal response,moderately distributed
long,low,moderate,broad sweep,minimal response,highly distributed
long,low,moderate,broad sweep,partial response,centralized
long,low,moderate,broad sweep,partial response,moderately distributed
long,low,moderate,broad sweep,partial response,highly distributed
long,low,moderate,broad sweep,widespread response,centralized
long,low,moderate,broad sweep,widespread response,moderately distributed
long,low,moderate,broad sweep,widespread response,highly distributed
long,low,moderate,broad sweep,broad response,centralized
long,low,moderate,broad sweep,broad response,moderately distributed
long,low,moderate,broad sweep,broad response,highly distributed
long,low,moderate,broad sweep,complete response,centralized
long,low,moderate,broad sweep,complete response,moderately distributed
long,low,moderate,broad sweep,complete response,highly distributed
long,low,dominant,a few,no response,centralized
long,low,dominant,a few,no response,moderately distributed
long,low,dominant,a few,no response,highly distributed
long,low,dominant,a few,minimal response,centralized
long,low,dominant,a few,minimal response,moderately distributed
long,low,dominant,a few,minimal response,highly distributed
long,low,dominant,a few,partial response,centralized
long,low,dominant,a few,partial response,moderately distributed
long,low,dominant,a few,partial response,highly distributed
long,low,dominant,a few,widespread response,centralized
long,low,dominant,a few,widespread response,moderately distributed
long,low,dominant,a few,widespread response,highly distributed
long,low,dominant,a few,broad response,centralized
long,low,dominant,a few,broad response,moderately distributed
long,low,dominant,a few,broad response,highly distributed
